,Epithelial,Fibroblast,Pericyte,Endothelial,CD4T,Macrophage,B,CD8T,DC,NK,Plasma,NKT,Mast,Monocyte
6163,GNAQ,FIBIN,UROS,SPTY2D1,CYLD,EIF4EBP2,C1QBP,RRBP1,MTG1,TPGS2,RTRAF,ASPSCR1,GNA13,ZNF720
6164,CEP78,CCDC34,BCCIP,TMEM86A,HNRNPA1P48,PALD1,DHX33,SNX5,KDM5A,KIAA1328,PTGDR,CENPX,PRKCA,ZNF267
6165,PSAT1,LGR4,DHX32,ZDHHC13,CHD9,SGPL1,DERL2,MGME1,CCDC77,PIK3C3,TXNDC16,DCXR,HELZ,VPS35
6166,TLE4,LIN7C,ADAM12,NAV2,RBL2,PCBD1,MIS12,PET117,NINJ2,EPG5,ERO1A,GPS1,PSMD12,ORC6
6167,TLE1,BDNF,DOCK1,AC009549.1,AKTIP,UNC5B,NLRP1,SEC23B,WNK1,PSTPIP2,AL133453.1,DUS1L,NOL11,C16orf87
6168,RASEF,METTL15,PTPRE,NAV2-AS3,FTO,SLC29A3,TXNDC17,SMIM26,ERC1,ATP5F1A,PSMC6,FASN,BPTF,DNAJA2
6169,FRMD3,ARL14EP,MGMT,HTATIP2,AMFR,VSIR,MED31,DTD1,ADIPOR2,HAUS1,STYX,CCDC57,KPNA2,NETO2
6170,IDNK,DNAJC24,EBF3,PRMT3,NUDT21,PSAP,XAF1,NAA20,CACNA2D4,C18orf25,GNPNAT1,SLC16A3,AMZ2,ITFG1
6171,UBQLN1,IMMP1L,GLRX3,FANCF,OGFOD1,ASCC1,ALOX12-AS1,CRNKL1,DCP1B,PIAS2,FERMT2,CSNK1D,ARSG,PHKB
6172,GKAP1,ELP4,PPP2R2D,SVIP,MT2A,ANAPC16,RNASEK,RALGAPA2,FKBP4,IER3IP1,DDHD1,CD7,WIPI1,LONP2
6173,KIF27,RCN1,BNIP3,CCDC34,MT1E,DDIT4,ACADVL,KIZ,ITFG2,SMAD2,CNIH1,OGFOD3,PRKAR1A,SIAH1
6174,C9orf64,EIF3M,STK32C,LGR4,MT1F,DNAJB12,DVL2,XRN2,RHNO1,SMAD7,GMFB,HEXDC,LINC00511,N4BP1
6175,HNRNPK,PRRG4,PWWP2B,LIN7C,MT1X,MICU1,PHF23,NXT1,TULP3,DYM,CGRRF1,CYBC1,SLC39A11,CNEP1R1
6176,AL354733.3,QSER1,INPP5A,METTL15,NUP93,MCU,GABARAP,CST3,PARP11,C18orf32,SOCS4,NARF,COG1,HEATR3
6177,RMI1,TCP11L1,TUBGCP2,ARL14EP,HERPUD1,P4HA1,CTDNEP1,CST7,CCND2,RPL17,MAPK1IP1L,WDR45B,FAM104A,TENT4B
6178,SLC28A3,LINC00294,ZNF511,MPPED2,NLRC5,ECD,ELP5,APMAP,TIGAR,ACAA2,LGALS3,FN3KRP,RPL38,ADCY7
6179,NTRK2,CSTF3,FUOM,DNAJC24,CPNE2,FAM149B1,CLDN7,ACSS1,C12orf4,MBD1,FBXO34,TBCD,TTYH2,BRD7
6180,AGTPBP1,HIPK3,ECHS1,IMMP1L,FAM192A,DNAJC9,EIF5A,ABHD12,RAD51AP1,CXXC1,ATG14,METRNL,CD300A,SNX20
6181,NAA35,KIAA1549L,MTG1,ELP4,RSPRY1,MRPS16,GPS2,HM13,DYRK4,ME2,KTN1,USP14,CD300C,NOD2
6182,GOLM1,AL049629.2,AC007406.3,RCN1,ARL2BP,ANXA7,ACAP1,ID1,NDUFA9,ELAC1,TMEM260,THOC1,RAB37,CYLD
6183,ISCA1,CD59,KDM5A,EIF3M,CIAPIN1,PPP3CB,TMEM256,BCL2L1,KCNA5,SMAD4,EXOC5,ENOSF1,CD300LF,HNRNPA1P48
6184,TUT7,FBXO3,WNK1,PRRG4,COQ9,SEC24C,ZBTB4,PDRG1,CD9,MEX3C,AP5M1,YES1,SLC9A3R1,CHD9
6185,GAS1,CAPRIN1,ERC1,QSER1,POLR2C,FUT11,POLR2A,TM9SF4,TNFRSF1A,MBD2,NAA30,METTL4,NAT9,RBL2
6186,CTSL,NAT10,ADIPOR2,TCP11L1,ADGRG1,CHCHD1,TNFSF12,KIF3B,LTBR,RAB27B,ACTR10,SMCHD1,FDXR,MMP2-AS1
6187,CDK20,ABTB2,CACNA1C,LINC00294,USB1,ZSWIM8,SENP3,ASXL1,TAPBPL,TCF4,PSMA3,LPIN2,MRPL58,LPCAT2
6188,SPIN1,CAT,FKBP4,CSTF3,CFAP20,NDST2,EIF4A1,NOL4L,MRPL51,TXNL1,PSMA3-AS1,MYL12A,ATP5PD,AC007336.1
6189,NXNL2,EHF,ITFG2,HIPK3,CSNK2A2,CAMK2G,CD68,COMMD7,NCAPD2,NARS,ARID4A,MYL12B,NT5C,CES1
6190,S1PR3,APIP,NRIP2,AL049629.1,SETD6,PLAU,MPDU1,MAPRE1,GAPDH,MALT1,TIMM9,TGIF1,JPT1,AMFR
6191,CKS2,PDHX,TULP3,AL049629.2,CNOT1,VCL,FXR2,CDK5RAP1,IFFO1,SEC11C,KIAA0586,DLGAP1-AS1,SUMO2,NUDT21
6192,SECISBP2,CD44,TEAD4,CD59,GOT2,AP3M1,SAT2,SNTA1,NOP2,LMAN1,DAAM1,LINC00667,NUP85,MT2A
6193,SEMA4D,PAMR1,TSPAN9,FBXO3,TK2,ADK,TP53,CBFA2T2,CHD4,PMAIP1,JKAMP,NDUFV2,GGA3,MT1E
6194,GADD45G,FJX1,PARP11,LMO2,CKLF,KAT6B,KDM6B,CHMP4B,LPAR5,PIGN,PCNX4,ANKRD12,MRPS7,MT1F
6195,SYK,TRIM44,CCND2,CAPRIN1,CMTM3,SAMD8,TMEM88,RALY,ACRBP,KIAA1468,DHRS7,RALBP1,MIF4GD,MT1X
6196,AUH,LDLRAD3,TIGAR,NAT10,DYNC1LI2,VDAC2,NAA38,EIF2S2,ING4,ZCCHC2,PPM1A,VAPA,SLC25A19,NUP93
6197,NFIL3,COMMD9,C12orf4,ABTB2,NAE1,COMTD1,CYB5D1,ITCH,ZNF384,BCL2,MNAT1,NAPG,GRB2,HERPUD1
6198,ROR2,PRR5L,DYRK4,CAT,FAM96B,ZNF503,CHD3,DYNLRB1,COPS7A,KDSR,SLC38A6,CHMP1B,TSEN54,NLRC5
6199,SPTLC1,TRAF6,NDUFA9,APIP,CES2,LRMDA,TRAPPC1,MAP1LC3A,MLF2,VPS4B,PRKCH,MPPE1,LLGL2,FAM192A
6200,IARS,C11orf74,KCNA5,PDHX,CBFB,KCNMA1,PER1,NCOA6,PTMS,TMX3,HIF1A,AFG3L2,MYO15B,RSPRY1
6201,NOL8,LRRC4C,NTF3,CD44,TRADD,DLG5,VAMP2,GSS,LAG3,CD226,SNAPC1,PSMG2,SAP30BP,ARL2BP
6202,CENPP,API5,CD9,SLC1A2,E2F4,POLR3A,TMEM107,TRPC4AP,CD4,CYB5A,PPP2R5E,PTPN2,GALK1,COQ9
6203,IPPK,TTC17,PLEKHG6,FJX1,TMEM208,RPS24,BORCS6,EDEM2,USP5,CNDP2,WDR89,LDLRAD4,H3F3B,POLR2C
6204,BICD2,HSD17B12,TNFRSF1A,TRIM44,FHOD1,ZMIZ1-AS1,LINC00324,MMP24OS,TPI1,LINC00909,SYNE2,FAM210A,UNK,KATNB1
6205,FGD3,ALKBH3,LTBR,LDLRAD3,ATP6V0D1,ZMIZ1,CTC1,EIF6,SPSB2,ZNF407,ESR2,RNMT,UNC13D,USB1
6206,SUSD3,C11orf96,TAPBPL,COMMD9,CTCF,PPIF,RANGRF,CEP250,LRRC23,ZADH2,MTHFD1,ROCK1,WBP2,CFAP20
6207,CARD19,ACCS,MRPL51,PRR5L,ACD,ZCCHC24,RPL26,FO393401.1,ATN1,ZNF236,ZBTB25,ESCO1,TRIM47,CNOT1
6208,NINJ1,EXT2,GAPDH,TRAF6,PARD6A,EIF5AL1,NDEL1,ERGIC3,C12orf57,MBP,ZBTB1,SNRPD1,TRIM65,GOT2
6209,WNK2,CD82,IFFO1,C11orf74,GFOD2,NUTM2B-AS1,STX8,CPNE1,PTPN6,ATP9B,CHURC1,ABHD3,ACOX1,TK2
6210,FAM120AOS,TSPAN18,NOP2,API5,CENPT,AL135925.1,SCO1,RBM12,PHB2,NFATC1,MAX,MIB1,TEN1,CKLF
6211,FAM120A,TP53I11,CHD4,TTC17,THAP11,TMEM254,ADPRM,ROMO1,EMG1,CTDP1,FUT8,RBBP8,SRP68,CMTM3
6212,PHF2,PRDM11,ING4,HSD17B12,NUTF2,ANXA11,MAP2K4,RBM39,LPCAT3,PQLC1,MPP5,RIOK3,EXOC7,DYNC1LI2
6213,PTPDC1,SLC35C1,ZNF384,ALKBH3,PSMB10,FAM213A,ELAC2,PHF20,C1S,HSBP1L1,ATP6V1D,RMC1,UBALD2,NAE1
6214,AL158152.1,CRY2,COPS7A,C11orf96,NFATC3,TSPAN14,ZSWIM7,SCAND1,C1RL,TXNL4A,EIF2S1,TTC39C,PRPSAP1,FAM96B
6215,ZNF169,MAPK8IP1,MLF2,ACCS,SLC7A6,GHITM,TTC19,CNBD2,CLSTN3,RBFA,PIGH,OSBPL1A,SPHK1,CES2
6216,MFSD14B,PEX16,PTMS,EXT2,SLC7A6OS,CCSER2,NCOR1,NORAD,CD163,ADNP2,VTI1B,SS18,JMJD6,CBFB
6217,FBP1,PHF21A,CD4,CD82,PRMT7,WAPL,UBB,DLGAP4,CLEC4C,ZCCHC3,RDH11,TRAPPC8,METTL23,C16orf70
6218,C9orf3,CREB3L1,P3H3,TSPAN18,ZFP90,BMPR1A,TRPV2,TGIF2,SLC2A3,TRIB3,ZFYVE26,RNF125,SRSF2,TRADD
6219,FANCC,DGKZ,USP5,TP53I11,CHTF8,SNCG,LRRC75A,RAB5IF,FOXJ2,RBCK1,ZFP36L1,RNF138,SEC14L1,HSF4
6220,LINC00476,MDK,TPI1,PRDM11,UTP4,ADIRF,CCDC144A,SLA2,C3AR1,TBC1D20,ACTN1,MAPRE2,SEPT9,E2F4
6221,ERCC6L2,AMBRA1,SPSB2,CHST1,SNTB2,GLUD1,TNFRSF13B,NDRG3,NECAP1,CSNK2A1,DCAF5,ZNF397,TNRC6C,TMEM208
6222,SLC35D2,ATG13,LRRC23,SLC35C1,VPS4A,SHLD2,AC104024.1,SAMHD1,CLEC4A,FAM110A,EXD2,ZNF24,TMC6,FHOD1
6223,HABP4,ARHGAP1,ENO2,CRY2,NIP7,NUTM2A-AS1,MPRIP,RBL1,LINC00937,PSMF1,ERH,INO80C,TMC8,TPPP3
6224,CDC14B,ZNF408,ATN1,PEX16,TERF2,MINPP1,FLCN,RPN2,CLEC4E,FKBP1A,SLC39A9,GALNT1,SYNGR2,ZDHHC1
6225,AAED1,CKAP5,C12orf57,PHF21A,CYB5B,PAPSS2,COPS3,BLCAP,RIMKLB,NSFL1C,SUSD6,C18orf21,SOCS3,ATP6V0D1
6226,ZNF510,LRP4,PHB2,DGKZ,NFAT5,ATAD1,RAI1,CTNNBL1,M6PR,SIRPG,SRSF5,RPRD1A,CYTH1,RIPOR1
6227,ZNF782,C11orf49,EMG1,MDK,NQO1,PTEN,SMCR5,RPRD1B,KLRG1,SNRPB,SMOC1,SLC39A6,USP36,CTCF
6228,MFSD14C,ARFGAP2,LPCAT3,AMBRA1,NOB1,RNLS,SREBF1,RALGAPB,A2M,NOP56,COX16,ELP2,TIMP2,C16orf86
6229,CTSV,PACSIN3,C1S,ATG13,WWP2,ANKRD22,ATPAF2,PPP1R16B,CLEC2D,IDH3B,SYNJ2BP,TPGS2,LGALS3BP,CENPT
6230,TDRD7,DDB2,C1R,ARHGAP1,PDPR,ACTA2,DRG2,TOP1,CLECL1,PCED1A,MED6,PIK3C3,CBX4,THAP11
6231,TMOD1,ACP2,C1RL,ZNF408,EXOSC6,FAS,ALKBH5,PLCG1,CD69,VPS16,TTC9,SETBP1,EIF4A3,NUTF2
6232,TSTD2,NR1H3,CLSTN3,CKAP5,AARS,CH25H,FLII,CHD6,CLEC2B,PTPRA,MAP3K9,ATP5F1A,RNF213,AC040162.1
6233,NCBP1,MADD,PEX5,C11orf49,DDX19B,LIPA,TOP3A,SRSF6,CLEC12A,MRPS26,PCNX1,HAUS1,ENDOV,PSMB10
6234,XPA,SLC39A13,CD163L1,ARFGAP2,DDX19A,IFIT2,SMCR8,OSER1,CLEC9A,DDRGK1,SIPA1L1,C18orf25,CHMP6,DPEP2
6235,TRMO,PSMC3,SLC2A3,PACSIN3,ST3GAL2,IFIT3,TVP23B,TTPAL,CLEC7A,ITPA,DCAF4,PIAS2,BAIAP2,DUS2
6236,ANP32B,CELF1,FOXJ2,DDB2,COG4,IFIT1,PRPSAP2,SERINC3,OLR1,C20orf27,ZFYVE1,HDHD2,CEP131,NFATC3
6237,NANS,NDUFS3,NECAP1,ACP2,SF3B3,IFIT5,GRAP,ADA,GABARAPL1,CDC25B,RBM25,IER3IP1,NDUFAF8,PLA2G15
6238,TRIM14,PTPMT1,RIMKLB,NR1H3,CMTR2,KIF20B,AC007952.4,YWHAB,MAGOHB,MAVS,PSEN1,SMAD2,SLC38A10,PRMT7
6239,CORO2A,KBTBD4,PHC1,MADD,AP1G1,RPP30,EPN2,STK4,YBX3,PANK2,NUMB,DYM,ACTG1,ZFP90
6240,TBC1D2,C1QTNF4,M6PR,SLC39A13,ATXN1L,PCGF5,AKAP10,SDC4,PRH1,RNF24,ELMSAN1,C18orf32,NPLOC4,TANGO6
6241,TGFBR1,MTCH2,A2M,PSMC3,IST1,HECTD2,USP22,SYS1,SMIM10L1,PRNP,ALDH6A1,RPL17,OXLD1,CHTF8
6242,ALG2,FNBP4,CLEC2D,CELF1,ZNF821,TNKS2,DHRS7B,PIGT,LINC01252,TMEM230,LIN52,ACAA2,CCDC137,SNTB2
6243,SEC61B,NUP160,CLEC2B,NDUFS3,TXNL4B,BTAF1,TMEM11,DNTTIP1,ETV6,PCNA,ABCD4,MBD1,ARL16,NIP7
6244,NR4A3,PTPRJ,GABARAPL1,PTPMT1,DHX38,CPEB3,MAP2K3,ACOT8,BCL2L14,CDS2,NPC2,CXXC1,HGS,TERF2
6245,STX17-AS1,TNKS1BP1,MAGOHB,KBTBD4,PSMD7,MARCH5,WSB1,CTSA,LOH12CR2,GPCPD1,ISCA2,ME2,MRPL12,CYB5B
6246,STX17,SSRP1,YBX3,MTCH2,GLG1,IDE,KSR1,PCIF1,BORCS5,SHLD1,FCF1,SMAD4,MCRIP1,NFAT5
6247,ERP44,SLC43A3,PRH1,FNBP4,RFWD3,HHEX,LGALS9,ZNF335,DUSP16,TRMT6,YLPM1,MEX3C,P4HB,NOB1
6248,TEX10,RTN4RL2,SMIM10L1,NUP160,MLKL,EXOC6,IFT20,SLC35C2,CREBL2,CRLS1,DLST,MBD2,ARHGDIA,WWP2
6249,MSANTD3,SLC43A1,ETV6,PTPRJ,WDR59,MYOF,POLDIP2,TP53RK,CDKN1B,TMX4,EIF2B2,RAB27B,ALYREF,PDPR
6250,MRPL50,TIMM10,LRP6,APLNR,ZNRF1,FFAR4,TMEM199,ZMYND8,APOLD1,MKKS,MLH3,TXNL1,ANAPC11,EXOSC6
6251,ZNF189,UBE2L6,BORCS5,TNKS1BP1,CFDP1,RBP4,UNC119,NCOA3,GPRC5A,ESF1,ACYP1,NARS,SIRT7,AARS
6252,RNF20,SERPING1,DUSP16,SSRP1,TMEM170A,FRA10AC1,ALDOC,PREX1,HEBP1,KIF16B,NEK9,MALT1,MAFG,DDX19B
6253,SMC2,YPEL4,CREBL2,SLC43A3,GABARAPL2,NOC3L,AC005726.5,ARFGEF2,EMP1,SNRPB2,TMED10,SEC11C,ASPSCR1,DDX19A
6254,NIPSNAP3A,CLP1,CDKN1B,RTN4RL2,ADAT1,TBC1D12,SGK494,CSE1L,ATF7IP,DSTN,FOS,LMAN1,CENPX,ST3GAL2
6255,ABCA1,ZDHHC5,APOLD1,SLC43A1,KARS,HELLS,KIAA0100,STAU1,PLBD1,RRBP1,JDP2,PMAIP1,DCXR,COG4
6256,SLC44A1,MED19,GPRC5A,TIMM10,TERF2IP,PDLIM1,SDF2,DDX27,H2AFJ,SNX5,BATF,KIAA1468,GPS1,SF3B3
6257,FSD1L,TMX2,HEBP1,UBE2L6,MON1B,ALDH18A1,SUPT6H,ZNFX1,WBP11,MGME1,ERG28,ZCCHC2,DUS1L,VAC14
6258,FKTN,SELENOH,EMP1,SERPING1,SYCE1L,TCTN3,PROCA1,ZFAS1,MGP,PET117,IFT43,BCL2,FASN,CMTR2
6259,TMEM38B,CTNND1,ATF7IP,CLP1,MAF,ENTPD1,RAB34,B4GALT5,ARHGDIB,SEC23B,GPATCH2L,KDSR,CCDC57,AP1G1
6260,ZNF462,LPXN,PLBD1,ZDHHC5,CMC2,ENTPD1-AS1,RPL23A,SLC9A8,PTPRO,SMIM26,IRF2BPL,VPS4B,SLC16A3,ATXN1L
6261,RAD23B,ZFP91,HIST4H4,MED19,ATMIN,ZNF518A,NEK8,RNF114,EPS8,DTD1,CIPC,TMX3,CSNK1D,IST1
6262,KLF4,FAM111A,H2AFJ,TMX2,GCSH,BLNK,TRAF4,TMEM189,STRAP,NAA20,GSTZ1,CD226,CD7,ZNF821
6263,ELP1,DTX4,WBP11,SELENOH,GAN,TM9SF3,FAM222B,CEBPB,DERA,CRNKL1,TMED8,CYB5A,OGFOD3,DHODH
6264,FAM206A,OSBP,C12orf60,CTNND1,CMIP,PIK3AP1,ERAL1,PTPN1,MGST1,RALGAPA2,VIPAS39,CNDP2,HEXDC,DHX38
6265,CTNNAL1,PATL1,MGP,LPXN,PLCG2,LCOR,FLOT2,BCAS4,PLEKHA5,KIZ,AHSA1,LINC00909,CYBC1,ZFHX3
6266,TMEM245,STX3,ARHGDIB,ZFP91,MPHOSPH6,FRAT2,PHF12,ADNP,AEBP2,XRN2,SPTLC2,ZNF407,NARF,PSMD7
6267,EPB41L4B,MRPL16,RERG,FAM111A,HSBP1,RRP12,NUFIP2,DPM1,PYROXD1,NXT1,SLIRP,ZADH2,WDR45B,GLG1
6268,PTPN3,MS4A7,EPS8,DTX4,MLYCD,PGAM1,TAOK1,NFATC2,RECQL,NAPB,SNW1,ZNF236,FN3KRP,RFWD3
6269,PALM2,CCDC86,STRAP,OSBP,MBTPS1,EXOSC1,ABHD15,TSHZ2,GOLT1B,CST3,CEP128,MBP,TBCD,MLKL
6270,C9orf152,PRPF19,DERA,PATL1,HSDL1,ZDHHC16,TP53I13,ZNF217,LDHB,CST7,TSHR,ATP9B,METRNL,WDR59
6271,TXN,TMEM109,MGST1,STX3,COTL1,MMS19,GIT1,PFDN4,CMAS,APMAP,GTF2A1,CTDP1,USP14,CFDP1
6272,LPAR1,TMEM132A,RERGL,MRPL16,KLHL36,UBTD1,SSH2,FAM210B,C2CD5,ACSS1,SEL1L,PQLC1,THOC1,TMEM170A
6273,ECPAS,SLC15A3,PLEKHA5,CCDC86,USP10,PI4K2A,NSRP1,CSTF1,ETNK1,PYGB,GALC,HSBP1L1,ENOSF1,GABARAPL2
6274,ZNF483,VPS37C,AEBP2,PRPF19,ZDHHC7,AVPI1,BLMH,CASS4,BCAT1,ABHD12,GPR65,TXNL4A,YES1,ADAT1
6275,PTGR1,DDB1,PDE3A,TMEM109,GSE1,MARVELD1,GOSR1,RTF2,LRMP,HM13,ZC3H14,RBFA,ADCYAP1,KARS
6276,DNAJC25,TKFC,SLCO1C1,TMEM132A,GINS2,ZFYVE27,CRLF3,RAE1,ETFRF1,ID1,EML5,ADNP2,SMCHD1,TERF2IP
6277,GNG10,CYB561A3,PYROXD1,SLC15A3,EMC8,R3HCC1L,TEFM,RBM38,KRAS,BCL2L1,FOXN3,ZCCHC3,EMILIN2,MON1B
6278,UGCG,TMEM138,RECQL,VPS37C,COX4I1,HPS1,ADAP2,ZBP1,AC087239.1,PDRG1,TDP1,TRIB3,LPIN2,MAF
6279,SUSD1,TMEM216,GOLT1B,DDB1,FBXO31,GOT1,RNF135,PMEPA1,RASSF8-AS1,TM9SF4,PSMC1,RBCK1,AP005329.3,CDYL2
6280,PTBP3,CPSF7,LDHB,TKFC,MAP1LC3B,SLC25A28,NF1,RAB22A,BHLHE41,KIF3B,NRDE2,TBC1D20,MYL12A,CMC2
6281,HSDL2,SDHAF2,KCNJ8,CYB561A3,KLHDC4,CUTC,EVI2B,VAPB,SSPN,ASXL1,CALM1,CSNK2A1,MYL12B,ATMIN
6282,KIAA1958,SYT7,ABCC9,TMEM138,SLC7A5,COX15,EVI2A,STX16,ITPR2,NOL4L,RPS6KA5,FAM110A,TGIF1,CMIP
6283,INIP,TMEM258,CMAS,TMEM216,BANP,DNMBP,RAB11FIP4,GNAS,INTS13,COMMD7,DGLUCY,PSMF1,DLGAP1-AS1,PLCG2
6284,SNX30,FEN1,C2CD5,CPSF7,ZC3H18,ERLIN1,COPRS,NELFCD,FGFR1OP2,MAPRE1,CCDC88C,FKBP1A,LINC00667,MPHOSPH6
6285,ZNF883,FADS2,ETNK1,AP003108.2,CYBA,CHUK,UTP6,CTSZ,TM7SF3,CDK5RAP1,PPP4R3A,NSFL1C,MTCL1,HSBP1
6286,SLC31A2,FADS1,SOX5,SDHAF2,MVD,CWF19L1,SUZ12,ATP5F1E,MED21,CBFA2T2,TC2N,SIRPG,NDUFV2,MBTPS1
6287,FKBP15,FADS3,ETFRF1,SYT7,SNAI3,BLOC1S2,RHOT1,PRELID3B,STK38L,CHMP4B,TRIP11,SNRPB,ANKRD12,HSDL1
6288,SLC31A1,RAB3IL1,KRAS,DAGLA,RNF166,PKD2L1,ZNF207,ZNF831,ARNTL2,RALY,ATXN3,NOP56,TWSG1,DNAAF1
6289,CDC26,BEST1,AC087239.1,TMEM258,CTU2,SCD,PSMD11,FAM217B,PPFIBP1,EIF2S2,NDUFB1,IDH3B,RALBP1,ADAD2
6290,PRPF4,FTH1,RASSF8-AS1,FEN1,PIEZO1,OLMALINC,CDK5R1,LSM14B,MRPS35,AHCY,CPSF2,PCED1A,RAB31,COTL1
6291,RNF183,SCGB2A1,RASSF8,FADS2,APRT,NDUFB8,CCL2,PSMA7,KLHL42,ITCH,LGMN,VPS16,VAPA,KLHL36
6292,WDR31,SCGB1D2,BHLHE41,FADS1,TRAPPC2L,HIF1AN,ZNF830,MTG2,CCDC91,DYNLRB1,GOLGA5,PTPRA,NAPG,CRISPLD2
6293,BSPRY,SCGB2A2,SSPN,FADS3,ACSF3,SLF2,RFFL,OSBPL2,ERGIC2,MAP1LC3A,ITPK1,MRPS26,CHMP1B,ZDHHC7
6294,HDHD3,AHNAK,ITPR2,RAB3IL1,ANKRD11,MRPL43,RAD51D,ADRM1,IPO8,PIGU,MOAP1,DDRGK1,MPPE1,KIAA0513
6295,ALAD,EEF1G,INTS13,BEST1,AC137932.3,LZTS2,SLFN5,RPS21,CAPRIN2,NCOA6,TMEM251,ITPA,IMPA2,GSE1
6296,POLE3,TUT1,FGFR1OP2,FTH1,SPG7,SFXN3,SLFN11,MRGBP,DDX11,GSS,GON7,C20orf27,TUBB6,C16orf74
6297,RGS3,MTA2,TM7SF3,SCGB1D2,RPL13,BTRC,SLFN12,OGFR,SINHCAF,TRPC4AP,UBR7,CENPB,AFG3L2,EMC8
6298,ZNF618,EML3,MED21,SCGB2A2,CPNE7,DPCD,SLFN13,DIDO1,DENND5B,EDEM2,BTBD7,CDC25B,SPIRE1,COX4I1
6299,KIF12,ROM1,STK38L,ASRGL1,CHMP1A,POLL,LINC02001,GID8,AMN1,MMP24OS,DDX24,MAVS,PSMG2,IRF8
6300,COL27A1,B3GAT3,PPFIBP1,AHNAK,SPATA33,FBXW4,AP2B1,YTHDF1,AC023157.3,EIF6,IFI27L1,PANK2,CEP76,LINC02132
6301,ORM1,GANAB,MRPS35,EEF1G,CDK10,NPM3,TAF15,PPDPF,KIAA1551,CEP250,IFI27,RNF24,PTPN2,MTHFSD
6302,AKNA,INTS5,KLHL42,TUT1,ZNF276,OGA,CCL5,HELZ2,BICD1,FO393401.1,IFI27L2,PRNP,LDLRAD4,MAP1LC3B
6303,WHRN,CSKMT,CCDC91,MTA2,FANCA,ARMH3,CCL3,MHENCR,FGD4,ERGIC3,SERPINA1,TMEM230,FAM210A,ZCCHC14
6304,ATP6V1G1,UQCC3,ERGIC2,EML3,TCF25,HPS6,CCL4,STMN3,DNM1L,CPNE1,DICER1,PCNA,RNMT,SLC7A5
6305,TMEM268,UBXN1,TMTC1,ROM1,DEF8,LDB1,ZNHIT3,ARFRP1,YARS2,RBM12,DICER1-AS1,CDS2,ROCK1,BANP
6306,TNC,LRRN4CL,IPO8,B3GAT3,RFLNB,PPRC1,MYO19,SLC2A4RG,PKP2,ROMO1,CLMN,GPCPD1,ESCO1,ZFPM1
6307,PAPPA,HNRNPUL2,CAPRIN2,GANAB,VPS53,NOLC1,GGNBP2,TPD52L2,ALG10B,RBM39,SYNE3,SHLD1,SNRPD1,CYBA
6308,ASTN2,TTC9C,DDX11,INTS5,GLOD4,GBF1,AATF,DNAJC5,CPNE8,PHF20,AL133467.1,TRMT6,MIB1,MVD
6309,TRIM32,POLR2G,SINHCAF,C11orf98,MRM3,NFKB2,ACACA,UCKL1,SLC2A13,SCAND1,SNHG10,CRLS1,RBBP8,SNAI3
6310,CDK5RAP2,TAF6L,DENND5B,CSKMT,TIMM22,FBXL15,SYNRG,PRPF6,LRRK2,CNBD2,GLRX5,TMX4,RIOK3,RNF166
6311,MEGF9,TMEM223,ETFBKMT,UQCC3,ABR,CUEDC2,DDX52,TCEA2,GXYLT1,NORAD,ATG2B,MKKS,TTC39C,CTU2
6312,FBXW2,TMEM179B,AMN1,UBXN1,YWHAE,MFSD13A,MRPL45,RGS19,YAF2,DLGAP4,GSKIP,ESF1,IMPACT,PIEZO1
6313,PSMD5,NXF1,AC023157.3,HNRNPUL2,CRK,ACTR1A,MLLT6,PCMTD2,PPHLN1,MYL9,AL163051.1,NDUFAF5,ZNF521,APRT
6314,PHF19,STX5,KIAA1551,TTC9C,MYO1C,SUFU,CISD3,TPGS1,ZCRB1,TGIF2,PAPOLA,KIF16B,SS18,GALNS
6315,TRAF1,AP001160.1,BICD1,POLR2G,INPP5K,TRIM8,PSMB3,CDC34,PUS7L,RAB5IF,VRK1,SNRPB2,TRAPPC8,TRAPPC2L
6316,CNTRL,WDR74,FGD4,TAF6L,PITPNA-AS1,AL391121.1,PIP4K2B,GZMM,IRAK4,SLA2,BCL11B,DSTN,RNF125,CBFA2T3
6317,RAB14,SLC3A2,DNM1L,TMEM223,PITPNA,ARL3,CWC25,BSG,TWF1,NDRG3,SETD3,RRBP1,RNF138,ACSF3
6318,GSN,RARRES3,YARS2,TMEM179B,PRPF8,WBP1L,RPL23,RNF126,ANO6,SAMHD1,CCNK,SNX5,MAPRE2,ZNF778
6319,STOM,PLA2G16,CPNE8,NXF1,MIR22HG,BORCS7,LASP1,PTBP1,AC008124.1,RBL1,EVL,MGME1,ZNF397,ANKRD11
6320,DAB2IP,ATL3,AC067735.1,STX5,SMYD4,NT5C2,RPL19,CFD,ARID2,RPN2,DEGS2,PET117,ZNF24,SPG7
6321,NDUFA8,RTN3,KIF21A,AP001160.1,RPA1,PCGF6,FBXL20,MED16,SCAF11,BLCAP,YY1,SEC23B,INO80C,RPL13
6322,LHX6,C11orf95,SLC2A13,WDR74,SMG6,ATP5MD,MED1,R3HDM4,SLC38A1,CTNNBL1,SLC25A29,SMIM26,GALNT1,CHMP1A
6323,RBM18,SPINDOC,GXYLT1,SLC3A2,TSR1,PDCD11,CDK12,WDR18,SLC38A2,RALGAPB,WARS,DTD1,C18orf21,CDK10
6324,MRRF,MARK2,YAF2,RARRES3,SGSM2,CALHM2,STARD3,TMEM259,AC008035.1,PPP1R16B,PPP2R5C,NAA20,RPRD1A,SPATA2L
