,CD8T,Epithelial,Fibroblast,Pericyte,Macrophage,Endothelial,CD4T,DC,B,NKT,Mast,Monocyte,NK,Plasma
10744,NA,PHKG2,TLCD1,S1PR5,RHBDD3,ZNF341-AS1,NA,SIGLEC5,NA,ZBTB45,NA,NA,NA,NA
10745,NA,CCDC189,NEK8,ATG4D,EWSR1,CHMP4B,NA,SIGLEC14,NA,TRIM28,NA,NA,NA,NA
10746,NA,RNF40,TRAF4,KRI1,GAS2L1,RALY,NA,HAS1,NA,CHMP2A,NA,NA,NA,NA
10747,NA,ZNF629,FAM222B,CDKN2D,AP1B1,EIF2S2,NA,FPR1,NA,UBE2M,NA,NA,NA,NA
10748,NA,BCL7C,ERAL1,SLC44A2,THOC5,AHCY,NA,FPR2,NA,MZF1-AS1,NA,NA,NA,NA
10749,NA,MIR762HG,FLOT2,ILF3-AS1,NIPSNAP1,ITCH,NA,FPR3,NA,MZF1,NA,NA,NA,NA
10750,NA,CTF1,DHRS13,ILF3,NF2,DYNLRB1,NA,ZNF577,NA,TPTEP1,NA,NA,NA,NA
10751,NA,FBXL19-AS1,PHF12,QTRT1,ZMAT5,MAP1LC3A,NA,ZNF649,NA,IL17RA,NA,NA,NA,NA
10752,NA,FBXL19,SEZ6,DNM2,UQCR10,PIGU,NA,ZNF350,NA,CECR5,NA,NA,NA,NA
10753,NA,ORAI3,NUFIP2,TMED1,ASCC2,NCOA6,NA,ZNF614,NA,CECR1,NA,NA,NA,NA
10754,NA,SETD1A,TAOK1,CARM1,MTMR3,TP53INP2,NA,ZNF432,NA,ATP6V1E1,NA,NA,NA,NA
10755,NA,HSD3B7,ABHD15,YIPF2,OSM,GGT7,NA,ZNF841,NA,BCL2L13,NA,NA,NA,NA
10756,NA,STX4,TP53I13,C19orf52,GATSL3,ACSS2,NA,ZNF616,NA,BID,NA,NA,NA,NA
10757,NA,ZNF668,GIT1,SMARCA4,TBC1D10A,GSS,NA,ZNF836,NA,LINC00528,NA,NA,NA,NA
10758,NA,ZNF646,ANKRD13B,LDLR,SF3A1,MYH7B,NA,PPP2R1A,NA,MICAL3,NA,NA,NA,NA
10759,NA,VKORC1,CORO6,KANK2,MTFP1,TRPC4AP,NA,ZNF766,NA,PEX26,NA,NA,NA,NA
10760,NA,BCKDK,SSH2,DOCK6,PES1,EDEM2,NA,ZNF480,NA,TMEM191B,NA,NA,NA,NA
10761,NA,KAT8,NSRP1,CTC-510F12.7,TCN2,PROCR,NA,ZNF880,NA,DGCR6,NA,NA,NA,NA
10762,NA,PRSS8,RP11-354P11.3,RAB3D,SLC35E4,MMP24-AS1,NA,ZNF528,NA,DGCR2,NA,NA,NA,NA
10763,NA,FUS,BLMH,TMEM205,DUSP18,EIF6,NA,ZNF808,NA,DGCR14,NA,NA,NA,NA
10764,NA,PYCARD,CPD,CCDC159,MORC2,UQCC1,NA,ZNF701,NA,SLC25A1,NA,NA,NA,NA
10765,NA,PYCARD-AS1,GOSR1,PLPPR2,TUG1,CEP250,NA,ZNF83,NA,HIRA,NA,NA,NA,NA
10766,NA,RP11-452L6.1,CRLF3,SWSAP1,SMTN,ERGIC3,NA,ZNF611,NA,C22orf39,NA,NA,NA,NA
10767,NA,RP11-452L6.5,ATAD5,EPOR,SELM,SPAG4,NA,ZNF600,NA,MRPL40,NA,NA,NA,NA
10768,NA,ARMC5,TEFM,RGL3,RNF185,CPNE1,NA,ZNF28,NA,UFD1L,NA,NA,NA,NA
10769,NA,TGFB1I1,RNF135,CCDC151,LIMK2,RBM12,NA,ZNF468,NA,CDC45,NA,NA,NA,NA
10770,NA,C16orf58,NF1,PRKCSH,PIK3IP1,NFS1,NA,ZNF320,NA,GNB1L,NA,NA,NA,NA
10771,NA,ZNF720,OMG,ECSIT,PATZ1,ROMO1,NA,ZNF816-ZNF321P,NA,C22orf29,NA,NA,NA,NA
10772,NA,ZNF267,EVI2B,CNN1,DRG1,RBM39,NA,ZNF160,NA,TXNRD2,NA,NA,NA,NA
10773,NA,SHCBP1,EVI2A,ELOF1,EIF4ENIF1,PHF20,NA,ZNF347,NA,COMT,NA,NA,NA,NA
10774,NA,VPS35,RAB11FIP4,ZNF627,SFI1,SCAND1,NA,ZNF677,NA,TANGO2,NA,NA,NA,NA
10775,NA,ORC6,COPRS,ACP5,PISD,CNBD2,NA,ZNF525,NA,DGCR8,NA,NA,NA,NA
10776,NA,C16orf87,UTP6,ZNF823,PRR14L,LINC00657,NA,ZNF845,NA,TRMT2A,NA,NA,NA,NA
10777,NA,GPT2,SUZ12,ZNF441,DEPDC5,EPB41L1,NA,ZNF765,NA,RANBP1,NA,NA,NA,NA
10778,NA,DNAJA2,LRRC37B,ZNF440,YWHAH,AAR2,NA,ZNF761,NA,ZDHHC8,NA,NA,NA,NA
10779,NA,NETO2,CTD-2095E4.5,ZNF439,RTCB,DLGAP4,NA,ZNF813,NA,DGCR6L,NA,NA,NA,NA
10780,NA,ITFG1,RHOT1,ZNF700,FBXO7,MYL9,NA,ZNF331,NA,KLHL22,NA,NA,NA,NA
10781,NA,PHKB,C17orf75,ZNF763,TIMP3,TGIF2,NA,MYADM,NA,MED15,NA,NA,NA,NA
10782,NA,LONP2,ZNF207,ZNF433,HMGXB4,C20orf24,NA,OSCAR,NA,PI4KA,NA,NA,NA,NA
10783,NA,SIAH1,PSMD11,ZNF844,TOM1,NDRG3,NA,NDUFA3,NA,SNAP29,NA,NA,NA,NA
10784,NA,N4BP1,CDK5R1,ZNF788,HMOX1,DSN1,NA,TFPT,NA,CRKL,NA,NA,NA,NA
10785,NA,ZNF423,MYO1D,ZNF625,MCM5,SOGA1,NA,PRPF31,NA,XXbac-B135H6.15,NA,NA,NA,NA
10786,NA,CNEP1R1,TMEM98,ZNF136,APOL6,SAMHD1,NA,CNOT3,NA,LZTR1,NA,NA,NA,NA
10787,NA,HEATR3,CCL2,ZNF44,RBFOX2,RPN2,NA,LENG1,NA,THAP7,NA,NA,NA,NA
10788,NA,PAPD5,CCL11,ZNF563,APOL3,MANBAL,NA,TMC4,NA,HIC2,NA,NA,NA,NA
10789,NA,ADCY7,CCT6B,ZNF442,APOL4,BLCAP,NA,MBOAT7,NA,TMEM191C,NA,NA,NA,NA
10790,NA,BRD7,ZNF830,ZNF799,APOL2,CTNNBL1,NA,TSEN34,NA,UBE2L3,NA,NA,NA,NA
10791,NA,NKD1,LIG3,ZNF791,APOL1,TTI1,NA,RPS9,NA,YDJC,NA,NA,NA,NA
10792,NA,RP11-401P9.4,RFFL,MAN2B1,MYH9,RPRD1B,NA,LILRB3,NA,SDF2L1,NA,NA,NA,NA
10793,NA,CYLD,RAD51D,WDR83,TXN2,TGM2,NA,LILRB2,NA,PPIL2,NA,NA,NA,NA
10794,NA,SALL1,NLE1,WDR83OS,FOXRED2,RALGAPB,NA,LILRA5,NA,YPEL1,NA,NA,NA,NA
10795,NA,LINC01571,SLFN5,DHPS,EIF3D,ACTR5,NA,LILRA4,NA,MAPK1,NA,NA,NA,NA
10796,NA,TOX3,RP11-47L3.1,FBXW9,IFT27,PPP1R16B,NA,LAIR1,NA,PPM1F,NA,NA,NA,NA
10797,NA,RP11-295M3.4,SLFN11,TNPO2,NCF4,DHX35,NA,LENG8,NA,LL22NC03-86G7.1,NA,NA,NA,NA
10798,NA,CHD9,SLFN12,C19orf43,CSF2RB,MAFB,NA,LILRA2,NA,TOP3B,NA,NA,NA,NA
10799,NA,RBL2,SLFN13,ASNA1,TST,TOP1,NA,LILRA1,NA,CH17-264L24.1,NA,NA,NA,NA
10800,NA,AKTIP,RP11-1094M14.11,HOOK2,MPST,PLCG1,NA,LILRB1,NA,LL22NC03-2H8.5,NA,NA,NA,NA
10801,NA,RPGRIP1L,PEX12,JUNB,KCTD17,ZHX3,NA,LILRB4,NA,ZNF280B,NA,NA,NA,NA
10802,NA,FTO,AP2B1,PRDX2,C1QTNF6,LPIN3,NA,NLRP7,NA,IGLC2,NA,NA,NA,NA
10803,NA,IRX3,TAF15,RNASEH2A,RAC2,CHD6,NA,NLRP2,NA,IGLC3,NA,NA,NA,NA
10804,NA,CRNDE,MMP28,DNASE2,CYTH4,SRSF6,NA,RDH13,NA,BCR,NA,NA,NA,NA
10805,NA,MMP2,CCL5,GCDH,MFNG,L3MBTL1,NA,EPS8L1,NA,RGL4,NA,NA,NA,NA
10806,NA,LPCAT2,CCL3,FARSA,CDC42EP1,IFT52,NA,PPP1R12C,NA,CHCHD10,NA,NA,NA,NA
10807,NA,CES1,CCL4,CALR,LGALS2,TOX2,NA,TNNT1,NA,MMP11,NA,NA,NA,NA
10808,NA,GNAO1,CCL4L2,CTC-425F1.4,GGA1,OSER1,NA,TNNI3,NA,SMARCB1,NA,NA,NA,NA
10809,NA,AMFR,ZNHIT3,RAD23A,SH3BP1,OSER1-AS1,NA,PPP6R1,NA,SLC2A11,NA,NA,NA,NA
10810,NA,RP11-413H22.2,MYO19,GADD45GIP1,LGALS1,FITM2,NA,HSPBP1,NA,MIF,NA,NA,NA,NA
10811,NA,NUDT21,PIGW,NFIX,NOL12,TTPAL,NA,KMT5C,NA,MIF-AS1,NA,NA,NA,NA
10812,NA,OGFOD1,GGNBP2,TRMT1,TRIOBP,SERINC3,NA,TMEM190,NA,DDT,NA,NA,NA,NA
10813,NA,BBS2,DHRS11,NACC1,H1F0,PKIG,NA,RPL28,NA,CABIN1,NA,NA,NA,NA
10814,NA,MT3,MRM1,STX10,ANKRD54,ADA,NA,UBE2S,NA,SPECC1L,NA,NA,NA,NA
10815,NA,MT2A,AATF,IER2,EIF3L,WISP2,NA,ISOC2,NA,GUCD1,NA,NA,NA,NA
10816,NA,MT1E,ACACA,CACNA1A,MICALL1,KCNK15,NA,ZNF628,NA,SNRPD3,NA,NA,NA,NA
10817,NA,MT1M,TADA2A,CCDC130,POLR2F,YWHAB,NA,SSC5D,NA,GGT1,NA,NA,NA,NA
10818,NA,MT1A,DUSP14,MRI1,PICK1,TOMM34,NA,ZNF579,NA,KIAA1671,NA,NA,NA,NA
10819,NA,MT1F,SYNRG,C19orf53,MAFF,STK4,NA,ZNF524,NA,LRP5L,NA,NA,NA,NA
10820,NA,MT1G,DDX52,ZSWIM4,TMEM184B,SLPI,NA,ZNF865,NA,ADRBK2,NA,NA,NA,NA
10821,NA,MT1H,MRPL45,CTD-3252C9.4,CSNK1E,SDC4,NA,ZNF580,NA,HPS4,NA,NA,NA,NA
10822,NA,MT1X,SOCS7,CC2D1A,KDELR3,SYS1,NA,ZNF581,NA,SRRD,NA,NA,NA,NA
10823,NA,NUP93,ARHGAP23,DCAF15,DDX17,PIGT,NA,CCDC106,NA,TFIP11,NA,NA,NA,NA
10824,NA,HERPUD1,CTB-58E17.1,RFX1,CBY1,WFDC2,NA,U2AF2,NA,TPST2,NA,NA,NA,NA
10825,NA,NLRC5,MLLT6,SAMD1,TOMM22,DNTTIP1,NA,EPN1,NA,MIAT,NA,NA,NA,NA
10826,NA,CPNE2,CISD3,PRKACA,JOSD1,UBE2C,NA,ZNF787,NA,MIATNB,NA,NA,NA,NA
10827,NA,FAM192A,PCGF2,ADGRL1,GTPBP1,SNX21,NA,ZNF444,NA,PITPNB,NA,NA,NA,NA
10828,NA,RSPRY1,PSMB3,ADGRE5,SUN2,ACOT8,NA,ZSCAN5A,NA,TTC28,NA,NA,NA,NA
10829,NA,ARL2BP,PIP4K2B,DDX39A,DNAL4,CTSA,NA,ZNF582,NA,CHEK2,NA,NA,NA,NA
10830,NA,PLLP,CWC25,PKN1,CBX6,PLTP,NA,ZNF583,NA,HSCB,NA,NA,NA,NA
10831,NA,CX3CL1,RPL23,GIPC1,APOBEC3A,PCIF1,NA,ZNF667-AS1,NA,CCDC117,NA,NA,NA,NA
10832,NA,CIAPIN1,LASP1,DNAJB1,APOBEC3C,ZNF335,NA,ZFP28,NA,XBP1,NA,NA,NA,NA
10833,NA,COQ9,LINC00672,TECR,APOBEC3F,MMP9,NA,ZNF71,NA,CTA-292E10.6,NA,NA,NA,NA
10834,NA,POLR2C,PLXDC1,NDUFB7,APOBEC3G,SLC12A5,NA,AC007228.9,NA,RHBDD3,NA,NA,NA,NA
10835,NA,DOK4,CACNB1,ZNF333,CBX7,NCOA5,NA,ZNF264,NA,EWSR1,NA,NA,NA,NA
10836,NA,CCDC102A,RPL19,SYDE1,PDGFB,CD40,NA,CTC-444N24.8,NA,GAS2L1,NA,NA,NA,NA
10837,NA,ADGRG1,STAC2,ILVBL,RPL3,SLC35C2,NA,CTC-444N24.11,NA,AP1B1,NA,NA,NA,NA
10838,NA,KATNB1,FBXL20,NOTCH3,SYNGR1,ELMO2,NA,TRAPPC2P1,NA,THOC5,NA,NA,NA,NA
10839,NA,KIFC3,MED1,EPHX3,TAB1,TP53RK,NA,ZNF548,NA,NIPSNAP1,NA,NA,NA,NA
10840,NA,ZNF319,CDK12,BRD4,MIEF1,SLC2A10,NA,ZNF17,NA,NF2,NA,NA,NA,NA
10841,NA,USB1,PPP1R1B,AKAP8,ATF4,ZMYND8,NA,ZNF419,NA,ZMAT5,NA,NA,NA,NA
10842,NA,MMP15,STARD3,AKAP8L,RPS19BP1,RP4-569M23.2,NA,ZNF549,NA,UQCR10,NA,NA,NA,NA
10843,NA,CFAP20,PGAP3,WIZ,TNRC6B,NCOA3,NA,ZIK1,NA,ASCC2,NA,NA,NA,NA
10844,NA,CSNK2A2,ERBB2,TPM4,ADSL,SULF2,NA,ZNF134,NA,MTMR3,NA,NA,NA,NA
10845,NA,CCDC113,MIEN1,RAB8A,SGSM3,PREX1,NA,ZNF211,NA,OSM,NA,NA,NA,NA
10846,NA,GINS3,GRB7,FAM32A,RP5-1042K10.10,ARFGEF2,NA,ZNF551,NA,GATSL3,NA,NA,NA,NA
10847,NA,NDRG4,GSDMB,AP1M1,MKL1,CSE1L,NA,ZNF671,NA,TBC1D10A,NA,NA,NA,NA
10848,NA,SETD6,ORMDL3,KLF2,SLC25A17,STAU1,NA,ZNF776,NA,SF3A1,NA,NA,NA,NA
10849,NA,CNOT1,PSMD3,EPS15L1,ST13,DDX27,NA,ZNF586,NA,CCDC157,NA,NA,NA,NA
10850,NA,RP11-481J2.4,MED24,C19orf44,XPNPEP3,ZNFX1,NA,ZNF814,NA,MTFP1,NA,NA,NA,NA
10851,NA,AC010287.1,THRA,CHERP,RBX1,ZFAS1,NA,ZNF587,NA,PES1,NA,NA,NA,NA
10852,NA,SLC38A7,NR1D1,SLC35E1,EP300,KCNB1,NA,ZNF256,NA,TCN2,NA,NA,NA,NA
10853,NA,GOT2,MSL1,CTD-3222D19.8,L3MBTL2,PTGIS,NA,ZSCAN18,NA,SLC35E4,NA,NA,NA,NA
10854,NA,CDH11,CASC3,MED26,RANGAP1,B4GALT5,NA,ZNF274,NA,DUSP18,NA,NA,NA,NA
10855,NA,CDH5,WIPF2,SMIM7,ZC3H7B,SLC9A8,NA,ZNF544,NA,MORC2-AS1,NA,NA,NA,NA
10856,NA,TK2,CDC6,SIN3B,TOB2,SPATA2,NA,CTD-3138B18.5,NA,MORC2,NA,NA,NA,NA
10857,NA,CKLF,RARA,HAUS8,PHF5A,RNF114,NA,ERVK3-1,NA,TUG1,NA,NA,NA,NA
10858,NA,CMTM3,RARA-AS1,MYO9B,ACO2,SNAI1,NA,LLNLR-245B6.1,NA,SMTN,NA,NA,NA,NA
10859,NA,CMTM4,TOP2A,USE1,POLR3H,UBE2V1,NA,A1BG,NA,SELM,NA,NA,NA,NA
10860,NA,DYNC1LI2,IGFBP4,OCEL1,PMM1,TMEM189,NA,A1BG-AS1,NA,RNF185,NA,NA,NA,NA
10861,NA,NAE1,SMARCE1,NR2F6,DESI1,CEBPB,NA,RPS5,NA,LIMK2,NA,NA,NA,NA
10862,NA,PDP2,RP11-458J1.1,BABAM1,XRCC6,LINC01272,NA,ZNF584,NA,PIK3IP1,NA,NA,NA,NA
10863,NA,CDH16,KRT222,ABHD8,SNU13,PTPN1,NA,ZNF324,NA,PATZ1,NA,NA,NA,NA
10864,NA,RRAD,KRT10,MRPL34,C22orf46,ADNP,NA,ZNF446,NA,DRG1,NA,NA,NA,NA
10865,NA,FAM96B,TMEM99,DDA1,MEI1,DPM1,NA,SLC27A5,NA,EIF4ENIF1,NA,NA,NA,NA
10866,NA,CES2,KRT19,GTPBP3,CCDC134,MOCS3,NA,ZBTB45,NA,SFI1,NA,NA,NA,NA
10867,NA,CES4A,KRT17,BST2,SREBF2,NFATC2,NA,TRIM28,NA,PISD,NA,NA,NA,NA
10868,NA,CBFB,EIF1,BISPR,CENPM,ATP9A,NA,CHMP2A,NA,PRR14L,NA,NA,NA,NA
10869,NA,C16orf70,JUP,MVB12A,NAGA,ZFP64,NA,UBE2M,NA,DEPDC5,NA,NA,NA,NA
10870,NA,B3GNT9,P3H4,SLC27A1,FAM109B,TSHZ2,NA,MZF1-AS1,NA,YWHAH,NA,NA,NA,NA
10871,NA,TRADD,FKBP10,CTD-3131K8.2,SMDT1,ZNF217,NA,MZF1,NA,RTCB,NA,NA,NA,NA
10872,NA,FBXL8,NT5C3B,PGLS,NDUFA6,PFDN4,NA,IL17RA,NA,FBXO7,NA,NA,NA,NA
10873,NA,HSF4,ACLY,COLGALT1,TCF20,DOK5,NA,CECR5,NA,TIMP3,NA,NA,NA,NA
10874,NA,NOL3,CNP,MAP1S,LINC01315,FAM210B,NA,CECR1,NA,HMGXB4,NA,NA,NA,NA
10875,NA,KIAA0895L,DNAJC7,JAK3,NFAM1,CSTF1,NA,ATP6V1E1,NA,TOM1,NA,NA,NA,NA
10876,NA,E2F4,NKIRAS2,RPL18A,RRP7A,RTFDC1,NA,BCL2L13,NA,HMOX1,NA,NA,NA,NA
10877,NA,ELMO3,DHX58,CCDC124,POLDIP3,RAE1,NA,BID,NA,MCM5,NA,NA,NA,NA
10878,NA,LRRC29,KAT2A,ARRDC2,RNU12,MTRNR2L3,NA,LINC00528,NA,APOL6,NA,NA,NA,NA
10879,NA,TMEM208,RAB5C,MAST3,CYB5R3,RBM38,NA,MICAL3,NA,RBFOX2,NA,NA,NA,NA
10880,NA,FHOD1,GHDC,MPV17L2,ATP5L2,PMEPA1,NA,PEX26,NA,APOL3,NA,NA,NA,NA
10881,NA,PLEKHG4,STAT5B,RAB3A,ARFGAP3,RAB22A,NA,TMEM191B,NA,APOL4,NA,NA,NA,NA
10882,NA,LRRC36,STAT5A,PDE4C,PACSIN2,VAPB,NA,DGCR2,NA,APOL2,NA,NA,NA,NA
10883,NA,TPPP3,STAT3,KIAA1683,TTLL1,STX16,NA,DGCR14,NA,APOL1,NA,NA,NA,NA
10884,NA,ZDHHC1,PTRF,JUND,BIK,NPEPL1,NA,SLC25A1,NA,MYH9,NA,NA,NA,NA
10885,NA,HSD11B2,ATP6V0A1,LSM4,MCAT,GNAS,NA,HIRA,NA,TXN2,NA,NA,NA,NA
10886,NA,ATP6V0D1,NAGLU,PGPEP1,TSPO,NELFCD,NA,C22orf39,NA,EIF3D,NA,NA,NA,NA
10887,NA,RP11-297D21.4,HSD17B1,GDF15,TTLL12,CTSZ,NA,MRPL40,NA,IFT27,NA,NA,NA,NA
10888,NA,CTD-2012K14.8,RP11-400F19.6,SSBP4,SAMM50,ATP5E,NA,UFD1L,NA,NCF4,NA,NA,NA,NA
10889,NA,FAM65A,COASY,ISYNA1,PARVB,PRELID3B,NA,CLDN5,NA,CSF2RB,NA,NA,NA,NA
10890,NA,CTCF,MLX,ELL,PARVG,SYCP2,NA,GNB1L,NA,TST,NA,NA,NA,NA
10891,NA,ACD,PSMC3IP,FKBP8,LDOC1L,FAM217B,NA,C22orf29,NA,MPST,NA,NA,NA,NA
10892,NA,PARD6A,FAM134C,KXD1,PRR5,PPP1R3D,NA,TXNRD2,NA,KCTD17,NA,NA,NA,NA
10893,NA,ENKD1,TUBG1,UBA52,NUP50-AS1,TAF4,NA,COMT,NA,IL2RB,NA,NA,NA,NA
10894,NA,C16orf86,TUBG2,C19orf60,NUP50,LSM14B,NA,TANGO2,NA,C1QTNF6,NA,NA,NA,NA
10895,NA,GFOD2,PLEKHH3,KLHL26,KIAA0930,PSMA7,NA,DGCR8,NA,RAC2,NA,NA,NA,NA
10896,NA,RANBP10,CCR10,CRTC1,UPK3A,SS18L1,NA,TRMT2A,NA,CYTH4,NA,NA,NA,NA
10897,NA,TSNAXIP1,CTD-3193K9.4,UPF1,FAM118A,MTG2,NA,RANBP1,NA,MFNG,NA,NA,NA,NA
10898,NA,CENPT,CNTNAP1,COPE,FBLN1,OSBPL2,NA,ZDHHC8,NA,CDC42EP1,NA,NA,NA,NA
10899,NA,THAP11,EZH1,DDX49,ATXN10,ADRM1,NA,DGCR6L,NA,LGALS2,NA,NA,NA,NA
10900,NA,NUTF2,RAMP2-AS1,HOMER3,PRR34-AS1,RP11-157P1.4,NA,ZNF74,NA,GGA1,NA,NA,NA,NA
10901,NA,PSKH1,RAMP2,SUGP2,MIRLET7BHG,LAMA5,NA,KLHL22,NA,SH3BP1,NA,NA,NA,NA
10902,NA,CTC-479C5.12,VPS25,ARMC6,PPARA,RP5-908M14.9,NA,MED15,NA,LGALS1,NA,NA,NA,NA
10903,NA,PSMB10,WNK4,SLC25A42,CDPF1,RPS21,NA,PI4KA,NA,NOL12,NA,NA,NA,NA
10904,NA,LCAT,COA3,TMEM161A,TTC38,SLCO4A1,NA,SNAP29,NA,TRIOBP,NA,NA,NA,NA
10905,NA,SLC12A4,BECN1,BORCS8,GTSE1,MRGBP,NA,CRKL,NA,H1F0,NA,NA,NA,NA
10906,NA,DUS2,PSME3,RFXANK,TRMU,OGFR,NA,XXbac-B135H6.15,NA,ANKRD54,NA,NA,NA,NA
10907,NA,DDX28,AOC3,NR2C2AP,CELSR1,COL9A3,NA,AIFM3,NA,EIF3L,NA,NA,NA,NA
10908,NA,NFATC3,AARSD1,SUGP1,GRAMD4,TCFL5,NA,LZTR1,NA,POLR2F,NA,NA,NA,NA
10909,NA,RP11-96D1.11,RUNDC1,MAU2,CERK,DIDO1,NA,THAP7,NA,PICK1,NA,NA,NA,NA
10910,NA,ESRP2,RPL27,GATAD2A,CTA-29F11.1,GID8,NA,HIC2,NA,PLA2G6,NA,NA,NA,NA
10911,NA,PLA2G15,IFI35,NDUFA13,TBC1D22A,YTHDF1,NA,TMEM191C,NA,CTA-228A9.4,NA,NA,NA,NA
10912,NA,SLC7A6,VAT1,YJEFN3,BRD1,ARFGAP1,NA,UBE2L3,NA,MAFF,NA,NA,NA,NA
10913,NA,SLC7A6OS,RND2,ATP13A1,ZBED4,PPDPF,NA,YDJC,NA,TMEM184B,NA,NA,NA,NA
10914,NA,PRMT7,BRCA1,ZNF101,ALG12,HELZ2,NA,SDF2L1,NA,CSNK1E,NA,NA,NA,NA
10915,NA,SMPD3,RP11-242D8.1,ZNF14,CRELD2,GMEB2,NA,PPIL2,NA,DDX17,NA,NA,NA,NA
10916,NA,ZFP90,NBR1,CTC-559E9.1,PIM3,CTD-3184A7.4,NA,YPEL1,NA,CBY1,NA,NA,NA,NA
10917,NA,CDH3,TMEM106A,ZNF506,TRABD,STMN3,NA,MAPK1,NA,TOMM22,NA,NA,NA,NA
10918,NA,CDH1,ARL4D,ZNF253,SELO,ARFRP1,NA,PPM1F,NA,JOSD1,NA,NA,NA,NA
10919,NA,TANGO6,DHX8,ZNF682,TUBGCP6,SLC2A4RG,NA,TOP3B,NA,GTPBP1,NA,NA,NA,NA
10920,NA,HAS3,ETV4,ZNF90,HDAC10,ZBTB46,NA,IGLC2,NA,SUN2,NA,NA,NA,NA
10921,NA,CHTF8,DUSP3,ZNF626,PLXNB2,RP4-591C20.9,NA,IGLC3,NA,DNAL4,NA,NA,NA,NA
10922,NA,UTP4,MPP3,ZNF85,DENND6B,TPD52L2,NA,BCR,NA,CBX6,NA,NA,NA,NA
10923,NA,SNTB2,MPP2,ZNF430,PPP6R2,DNAJC5,NA,CHCHD10,NA,APOBEC3A,NA,NA,NA,NA
10924,NA,VPS4A,TMEM101,ZNF714,SBF1,UCKL1,NA,MMP11,NA,APOBEC3C,NA,NA,NA,NA
10925,NA,COG8,LSM12,ZNF431,LMF2,ZNF512B,NA,SMARCB1,NA,APOBEC3D,NA,NA,NA,NA
10926,NA,NIP7,G6PC3,ZNF708,NCAPH2,PRPF6,NA,DERL3,NA,APOBEC3F,NA,NA,NA,NA
10927,NA,TERF2,HDAC5,ZNF738,SCO2,LINC00176,NA,SLC2A11,NA,APOBEC3G,NA,NA,NA,NA
10928,NA,CYB5B,ASB16-AS1,ZNF493,TYMP,SOX18,NA,MIF,NA,APOBEC3H,NA,NA,NA,NA
10929,NA,NFAT5,TMUB2,ZNF429,ODF3B,TCEA2,NA,MIF-AS1,NA,CBX7,NA,NA,NA,NA
10930,NA,NQO1,ATXN7L3,ZNF100,CTA-384D8.34,RGS19,NA,DDT,NA,RP4-742C19.13,NA,NA,NA,NA
10931,NA,NOB1,UBTF,ZNF43,KLHDC7B,PCMTD2,NA,CABIN1,NA,PDGFB,NA,NA,NA,NA
10932,NA,WWP2,RP5-882C2.2,ZNF91,CHKB,PLPP2,NA,SPECC1L,NA,RPL3,NA,NA,NA,NA
10933,NA,PDPR,SLC25A39,ZNF675,CHKB-AS1,MIER2,NA,GUCD1,NA,SYNGR1,NA,NA,NA,NA
10934,NA,EXOSC6,GRN,ZNF254,ARSA,C2CD4C,NA,SNRPD3,NA,TAB1,NA,NA,NA,NA
10935,NA,AARS,FAM171A2,CTD-2017D11.1,RABL2B,SHC2,NA,GGT1,NA,MIEF1,NA,NA,NA,NA
10936,NA,DDX19B,ITGA2B,LINC00662,CH507-9B2.3,TPGS1,NA,LRP5L,NA,ATF4,NA,NA,NA,NA
10937,NA,DDX19A,GPATCH8,CTC-459F4.3,CH507-9B2.5,CDC34,NA,ADRBK2,NA,RPS19BP1,NA,NA,NA,NA
10938,NA,ST3GAL2,FZD2,UQCRFS1,CH507-9B2.9,BSG,NA,HPS4,NA,GRAP2,NA,NA,NA,NA
10939,NA,FUK,CCDC43,POP4,CH507-42P11.8,POLRMT,NA,SRRD,NA,TNRC6B,NA,NA,NA,NA
10940,NA,COG4,DBF4B,PLEKHF1,HSPA13,RNF126,NA,TFIP11,NA,ADSL,NA,NA,NA,NA
10941,NA,SF3B3,GJC1,C19orf12,SAMSN1,FSTL3,NA,TPST2,NA,SGSM3,NA,NA,NA,NA
10942,NA,IL34,EFTUD2,URI1,NRIP1,PALM,NA,PITPNB,NA,RP5-1042K10.10,NA,NA,NA,NA
10943,NA,MTSS1L,DCAKD,TSHZ3,USP25,PTBP1,NA,TTC28,NA,MKL1,NA,NA,NA,NA
10944,NA,VAC14,NMT1,ZNF507,MIR99AHG,CFD,NA,CHEK2,NA,SLC25A17,NA,NA,NA,NA
10945,NA,HYDIN,PLCD3,DPY19L3,CXADR,MED16,NA,HSCB,NA,ST13,NA,NA,NA,NA
10946,NA,CMTR2,ACBD4,PDCD5,BTG3,R3HDM4,NA,CCDC117,NA,XPNPEP3,NA,NA,NA,NA
10947,NA,CALB2,AC142472.6,ANKRD27,C21orf91,ARID3A,NA,XBP1,NA,RBX1,NA,NA,NA,NA
10948,NA,ZNF19,HEXIM1,NUDT19,MIR155HG,WDR18,NA,CTA-292E10.6,NA,EP300,NA,NA,NA,NA
10949,NA,MARVELD3,AC002117.1,CEP89,MRPL39,TMEM259,NA,RHBDD3,NA,L3MBTL2,NA,NA,NA,NA
10950,NA,PHLPP2,HEXIM2,FAAP24,JAM2,CNN2,NA,EWSR1,NA,RANGAP1,NA,NA,NA,NA
10951,NA,AP1G1,FMNL1,GPATCH1,ATP5J,ABCA7,NA,GAS2L1,NA,ZC3H7B,NA,NA,NA,NA
