,Epithelial,CD4T,Mast,Macrophage,CD8T,DC,Fibroblast,Endothelial,NKT,NK,B,Monocyte,Plasma
9963,FBXW8,NA,NA,BLOC1S5,NA,KIAA0895L,GEN1,STK40,LINC00998,NA,NA,NA,NA
9964,CA5A,NA,NA,IER5L,NA,HLA.DRB1,AQP11,TMEM63A,C19ORF38,NA,NA,NA,NA
9965,KLC2,NA,NA,H2AFX,NA,AKR1C3,TMEM11,SEMA4A,C17ORF67,NA,NA,NA,NA
9966,CTBP2,NA,NA,C19ORF54,NA,SPATS2L,ZNF354B,HRCT1,FIS1,NA,NA,NA,NA
9967,CHST2,NA,NA,C22ORF34,NA,ZNF250,SHISA3,MPHOSPH8,APTR,NA,NA,NA,NA
9968,ZDHHC14,NA,NA,FAM83G,NA,WDSUB1,ZFAND2A,ZNF766,MBLAC1,NA,NA,NA,NA
9969,ATR,NA,NA,SRSF10,NA,S100A4,PLEKHM3,FAM217B,NEURL1B,NA,NA,NA,NA
9970,UBE2C,NA,NA,DUSP28,NA,ZNF681,FAM220A,TUBB,HAUS3,NA,NA,NA,NA
9971,GK5,NA,NA,C15ORF52,NA,ACADSB,DNAJC22,LCOR,BBIP1,NA,NA,NA,NA
9972,VCPIP1,NA,NA,NBR1,NA,STK40,NT5DC1,SUPT5H,PPME1,NA,NA,NA,NA
9973,PDIK1L,NA,NA,RALGAPA2,NA,TMEM63A,COX14,XPNPEP3,STARD10,NA,NA,NA,NA
9974,TRAF6,NA,NA,NDOR1,NA,CTSE,P4HTM,ZNF107,ZSWIM8,NA,NA,NA,NA
9975,ZNF654,NA,NA,CLN3,NA,SEMA4A,DTX3,SFTA2,IFRD2,NA,NA,NA,NA
9976,TVP23C,NA,NA,SUMO2,NA,MPHOSPH8,CTXN1,PPIA,ZBED1,NA,NA,NA,NA
9977,MRPS22,NA,NA,LDOC1L,NA,ZNF766,SLC25A20,ZNF836,HNRNPUL2,NA,NA,NA,NA
9978,PACS1,NA,NA,DPYD,NA,RYR1,CD28,ZNF493,METTL12,NA,NA,NA,NA
9979,MARCKSL1,NA,NA,S100A16,NA,SRGAP3,EPM2AIP1,GTF2IRD2,LINC01588,NA,NA,NA,NA
9980,SH3BP5L,NA,NA,PTAR1,NA,FAM217B,MAF,SUPT3H,ZSWIM7,NA,NA,NA,NA
9981,YPEL2,NA,NA,PARVB,NA,TUBB,CTNNBIP1,NIF3L1,C22ORF29,NA,NA,NA,NA
9982,ABO,NA,NA,UROS,NA,LCOR,GTPBP6,IARS,RP5.832C2.5,NA,NA,NA,NA
9983,PSMD2,NA,NA,ZDHHC9,NA,SUPT5H,ERN1,MFSD14C,PHB2,NA,NA,NA,NA
9984,FAM131A,NA,NA,SMIM15,NA,XPNPEP3,CSRNP3,POM121,UBXN2B,NA,NA,NA,NA
9985,CSRP2,NA,NA,FAM221A,NA,ZNF107,ZNF713,ZBTB44,CBWD7,NA,NA,NA,NA
9986,PARL,NA,NA,TMEM120B,NA,SFTA2,PARP10,GIMAP5,MUC5AC,NA,NA,NA,NA
9987,DDIT3,NA,NA,RBM34,NA,PPIA,SUZ12,CD55,PEX26,NA,NA,NA,NA
9988,PCCA,NA,NA,NOXA1,NA,ZNF836,NSUN3,ZNF565,FASTKD5,NA,NA,NA,NA
9989,DCTN2,NA,NA,ZNF548,NA,ZNF493,KCTD12,WDR5,GOLGA8B,NA,NA,NA,NA
9990,ZNF408,NA,NA,MTF1,NA,GTF2IRD2,DHFR2,LONP1,HOMEZ,NA,NA,NA,NA
9991,CTDSP2,NA,NA,TMCO2,NA,GRM7,RPP25,TRRAP,DDX3X,NA,NA,NA,NA
9992,CKAP5,NA,NA,TMEM201,NA,SUPT3H,GRINA,SRGAP2B,VPS16,NA,NA,NA,NA
9993,ARHGAP1,NA,NA,NHLRC3,NA,NIF3L1,THBD,FUT4,MYL5,NA,NA,NA,NA
9994,MED16,NA,NA,ZDHHC11,NA,IARS,COX5A,ZNF781,ZNF407,NA,NA,NA,NA
9995,ATG13,NA,NA,FAM26F,NA,MFSD14C,FAM219B,ZNF140,NPEPL1,NA,NA,NA,NA
9996,CHST1,NA,NA,SLX4,NA,POM121,ZHX2,PTPN1,TMEM242,NA,NA,NA,NA
9997,GOLGA8A,NA,NA,RPL14,NA,ZBTB44,CPNE7,EVL,TMEM167B,NA,NA,NA,NA
9998,TP53I11,NA,NA,ZNF563,NA,CD55,MPI,EPHB4,TNFRSF25,NA,NA,NA,NA
9999,APITD1,NA,NA,FBF1,NA,ZNF565,TRIM73,ZNF765,ZC3H11B,NA,NA,NA,NA
10000,DOLK,NA,NA,MSL1,NA,WDR5,OPLAH,ZNF124,TSTD1,NA,NA,NA,NA
10001,PHYHD1,NA,NA,CTD.3088G3.8,NA,LONP1,APOLD1,XRCC6,IFI30,NA,NA,NA,NA
10002,CATSPER1,NA,NA,LRRK2,NA,TRRAP,FAM101A,LINC00176,CCDC7,NA,NA,NA,NA
10003,CCNE2,NA,NA,TRMT2B,NA,SRGAP2B,EXOSC4,TSC22D2,FNIP1,NA,NA,NA,NA
10004,PHYKPL,NA,NA,HACD4,NA,FUT4,DPY19L3,NPIPB15,CKLF,NA,NA,NA,NA
10005,CST6,NA,NA,FAM120AOS,NA,ASB13,TAF7,ZNF569,LINC00339,NA,NA,NA,NA
10006,GRAMD2,NA,NA,C9ORF152,NA,ZNF34,PFAS,YRDC,CEBPZOS,NA,NA,NA,NA
10007,ZNF519,NA,NA,NOC2L,NA,ZNF140,HYI,PIK3R4,RNASEK,NA,NA,NA,NA
10008,LSM1,NA,NA,NELFB,NA,PTPN1,C17ORF62,ZNF605,NBPF1,NA,NA,NA,NA
10009,BANF1,NA,NA,ZNF292,NA,EVL,ZNF552,TRAPPC2,UMAD1,NA,NA,NA,NA
10010,TMEM9B,NA,NA,KCTD21,NA,ZNF765,GAK,MYL6B,FAM228B,NA,NA,NA,NA
10011,NRIP3,NA,NA,ADAT2,NA,ZNF124,ZBTB7A,ZNF799,VAMP2,NA,NA,NA,NA
10012,PTPN2,NA,NA,ZNF567,NA,XRCC6,TUFM,SIAH1,C6ORF226,NA,NA,NA,NA
10013,SCUBE2,NA,NA,NDUFA4,NA,TSC22D2,RMI1,C20ORF96,PPP3R1,NA,NA,NA,NA
10014,EIF1AD,NA,NA,ALKBH2,NA,NPIPB15,CTC1,IPO4,FANCG,NA,NA,NA,NA
10015,SMAD2,NA,NA,RNFT1,NA,ZNF569,FBXO34,NCOR2,AP4M1,NA,NA,NA,NA
10016,EIF3F,NA,NA,FAM111B,NA,ARMCX4,LINC00324,SULT1A1,CEBPD,NA,NA,NA,NA
10017,ZNF25,NA,NA,H1F0,NA,YRDC,SEPW1,PRPF40A,ARIH2OS,NA,NA,NA,NA
10018,CLTB,NA,NA,LITAF,NA,PIK3R4,EIF3K,GDAP2,HMSD,NA,NA,NA,NA
10019,LPL,NA,NA,VSTM1,NA,ZNF775,MRFAP1L1,TCEAL3,FAM200A,NA,NA,NA,NA
10020,RFESD,NA,NA,TMEM120A,NA,ZNF605,SNX18,ANAPC7,PPP2R2A,NA,NA,NA,NA
10021,CCDC14,NA,NA,ARID2,NA,TRAPPC2,AURKB,TPK1,ZNF880,NA,NA,NA,NA
10022,TBC1D10C,NA,NA,SF3B3,NA,MYL6B,MRFAP1,AFAP1,TRIM16,NA,NA,NA,NA
10023,SART1,NA,NA,BLOC1S3,NA,ZNF799,C3ORF38,NACA,TIGD1,NA,NA,NA,NA
10024,PPP2R2D,NA,NA,NKAPL,NA,SIAH1,TMEM107,MYO18A,FXYD7,NA,NA,NA,NA
10025,MCTP1,NA,NA,CLDN4,NA,C20ORF96,RRS1,BORCS6,APOL6,NA,NA,NA,NA
10026,POLD4,NA,NA,ZNF573,NA,IPO4,RCC2,MAN2A2,FADS3,NA,NA,NA,NA
10027,DPP10,NA,NA,HN1,NA,NCOR2,DPM3,FAM72A,CCNL2,NA,NA,NA,NA
10028,CLCF1,NA,NA,ZNF527,NA,SULT1A1,CYC1,SULF2,UBA52,NA,NA,NA,NA
10029,KCNE3,NA,NA,S100A13,NA,PRPF40A,PER1,PLXNB2,LINC00152,NA,NA,NA,NA
10030,CABP4,NA,NA,ZNF33A,NA,GDAP2,HTR1F,MYO6,RP11.134G8.5,NA,NA,NA,NA
10031,ALG10B,NA,NA,ZNF600,NA,TCEAL3,TMTC2,MKL1,EXOSC6,NA,NA,NA,NA
10032,DRAP1,NA,NA,MAOA,NA,ANAPC7,HES7,HDAC2,VPS52,NA,NA,NA,NA
10033,LONRF3,NA,NA,C15ORF61,NA,TPK1,FARSA,ZNF782,ZNF844,NA,NA,NA,NA
10034,UCP2,NA,NA,TSPYL1,NA,NACA,SPTY2D1,ZNF846,HLA.DPB1,NA,NA,NA,NA
10035,C11ORF68,NA,NA,PNRC2,NA,MYO18A,SAMD4B,MMP1,OSER1.AS1,NA,NA,NA,NA
10036,PAAF1,NA,NA,FHIT,NA,SPTSSB,GIMAP7,TCF4,EPB41L4A.AS1,NA,NA,NA,NA
10037,MRPL48,NA,NA,RRP7A,NA,BORCS6,EDC3,WNK3,CPTP,NA,NA,NA,NA
10038,RAB6A,NA,NA,LIN54,NA,MAN2A2,TCAIM,SDHAF3,LINC01272,NA,NA,NA,NA
10039,P2RY2,NA,NA,FAM53B,NA,FAM72A,FUCA1,HRH1,LINC00539,NA,NA,NA,NA
10040,FOSL1,NA,NA,S100A14,NA,SULF2,ZNF664,RABL6,ATXN1L,NA,NA,NA,NA
10041,ERCC4,NA,NA,KAZN,NA,PLXNB2,CALR,ZNF136,SMIM13,NA,NA,NA,NA
10042,SUGCT,NA,NA,SLC35E2B,NA,MYO6,MAGED1,ZKSCAN5,C17ORF89,NA,NA,NA,NA
10043,CCDC85B,NA,NA,NEMP2,NA,MKL1,LDLRAD3,ZNF502,LINC00863,NA,NA,NA,NA
10044,TMEM70,NA,NA,GSPT2,NA,HDAC2,RAD23A,TRAPPC4,PLEKHM1,NA,NA,NA,NA
10045,RPS6KB2,NA,NA,C8ORF76,NA,ZNF782,GADD45GIP1,TECPR2,AP001055.6,NA,NA,NA,NA
10046,RMI2,NA,NA,CXCL17,NA,ZNF846,PTPN11,ZFP62,LINC01504,NA,NA,NA,NA
10047,TOM1L2,NA,NA,HMGB1,NA,MMP1,NSUN7,ERI2,JPX,NA,NA,NA,NA
10048,ZNF77,NA,NA,ZFP92,NA,TCF4,CLK3,TOMM7,RP11.390F4.3,NA,NA,NA,NA
10049,LINC00116,NA,NA,BLOC1S2,NA,SDHAF3,HLA.DQB1,ZNF33B,C2CD4D,NA,NA,NA,NA
10050,KDF1,NA,NA,IL1RAP,NA,HRH1,GATA2,ZNF512B,MCRIP1,NA,NA,NA,NA
10051,B3GNTL1,NA,NA,ZNF699,NA,RABL6,ARID3B,AMZ2,SLC26A6,NA,NA,NA,NA
10052,MLXIP,NA,NA,TDRD7,NA,ZNF136,PACS2,ZNF431,SNHG23,NA,NA,NA,NA
10053,NR2F1,NA,NA,CCDC189,NA,ZKSCAN5,ELMOD2,NF1,MIAT,NA,NA,NA,NA
10054,AURKAIP1,NA,NA,KIAA0895L,NA,TRAPPC4,EGR3,VKORC1L1,ERCC6,NA,NA,NA,NA
10055,TTLL11,NA,NA,HLA.DRB1,NA,TECPR2,VWA1,DAPK1,LINC00115,NA,NA,NA,NA
10056,TOMM5,NA,NA,AKR1C3,NA,TLR7,LINC00174,HLA.DQA1,NOL7,NA,NA,NA,NA
10057,LINC01106,NA,NA,SPATS2L,NA,ZFP62,GEMIN4,COL27A1,PIGBOS1,NA,NA,NA,NA
10058,SLC35E3,NA,NA,ZNF250,NA,ERI2,FJX1,LINC01560,LINC00623,NA,NA,NA,NA
10059,ZNF169,NA,NA,WDSUB1,NA,TOMM7,KLHL28,GM2A,LINC00937,NA,NA,NA,NA
10060,RUVBL1,NA,NA,S100A4,NA,HSH2D,ZBTB18,S100A2,AC009961.3,NA,NA,NA,NA
10061,SFN,NA,NA,ZNF681,NA,ZNF33B,C14ORF28,ZNF700,NUP50.AS1,NA,NA,NA,NA
10062,MSRA,NA,NA,ACADSB,NA,ZNF512B,EIF3J.AS1,CD47,MIR29A,NA,NA,NA,NA
10063,CTDNEP1,NA,NA,STK40,NA,AMZ2,SHARPIN,TLE1,TMEM185B,NA,NA,NA,NA
10064,ETV4,NA,NA,TMEM63A,NA,ZNF431,DNHD1,MAML3,HSBP1L1,NA,NA,NA,NA
10065,SWI5,NA,NA,CTSE,NA,NF1,SLITRK4,STRN3,AC109826.1,NA,NA,NA,NA
10066,BAIAP2,NA,NA,SEMA4A,NA,VKORC1L1,GCC1,ZSCAN16,WDR46,NA,NA,NA,NA
10067,ZDHHC21,NA,NA,MPHOSPH8,NA,DAPK1,CIITA,MVB12B,TRGC2,NA,NA,NA,NA
10068,PLEKHF2,NA,NA,ZNF766,NA,HLA.DQA1,ZFPM1,C6ORF106,PARG,NA,NA,NA,NA
10069,A2M,NA,NA,RYR1,NA,LINC01560,PLD6,ADA,AC009299.3,NA,NA,NA,NA
10070,ARL4D,NA,NA,SRGAP3,NA,GM2A,CDC42EP4,ARID5A,RP13.188A5.1,NA,NA,NA,NA
10071,DOK7,NA,NA,FAM217B,NA,S100A2,ZBTB42,PPTC7,SCAMP4,NA,NA,NA,NA
10072,LRRN1,NA,NA,TUBB,NA,ZNF700,LACC1,NHLRC2,LTB,NA,NA,NA,NA
10073,UBE2O,NA,NA,LCOR,NA,CD47,MAF1,ZFP28,POLR2J2,NA,NA,NA,NA
10074,ORAI3,NA,NA,SUPT5H,NA,TLE1,FCER1A,KIAA1211L,RP11.452F19.3,NA,NA,NA,NA
10075,UNC119B,NA,NA,XPNPEP3,NA,MAML3,PCED1B,CBWD3,HCG11,NA,NA,NA,NA
10076,DENND2C,NA,NA,ZNF107,NA,HIST1H2AG,FOXS1,LAMB3,MT.ATP8,NA,NA,NA,NA
10077,TUBB6,NA,NA,SFTA2,NA,STRN3,MYADM,KPNA5,RALY.AS1,NA,NA,NA,NA
10078,LYSMD3,NA,NA,PPIA,NA,ZSCAN16,MROH1,ANKRD36B,C19ORF24,NA,NA,NA,NA
10079,B3GALT6,NA,NA,ZNF471,NA,MVB12B,SERTAD2,ARHGEF12,AC004951.6,NA,NA,NA,NA
10080,ZNF613,NA,NA,ZNF836,NA,C6ORF106,AKAP5,PDLIM7,TSTD3,NA,NA,NA,NA
10081,TMPRSS7,NA,NA,ZNF493,NA,ADA,AC025335.1,FLNA,AP006222.2,NA,NA,NA,NA
10082,NUPR1,NA,NA,GTF2IRD2,NA,ARID5A,CITED4,SRGAP1,OST4,NA,NA,NA,NA
10083,JAKMIP2,NA,NA,SUPT3H,NA,PPTC7,TIGD5,FAM3C,ARL17B,NA,NA,NA,NA
10084,MBLAC2,NA,NA,NIF3L1,NA,NHLRC2,PDXDC1,NOP9,DHFR,NA,NA,NA,NA
10085,TPRN,NA,NA,IARS,NA,ZFP28,ZNF154,SLC39A10,RPL41,NA,NA,NA,NA
10086,SLC35A4,NA,NA,MFSD14C,NA,CBWD3,R3HDM2,CASP4,PATL2,NA,NA,NA,NA
10087,AIM1L,NA,NA,POM121,NA,LAMB3,SEPHS2,AP2A1,XIST,NA,NA,NA,NA
10088,IP6K1,NA,NA,ZBTB44,NA,KPNA5,GPBAR1,ZNF585A,ZNF688,NA,NA,NA,NA
10089,SSNA1,NA,NA,CD55,NA,ANKRD36B,ZNF784,FUT11,PET100,NA,NA,NA,NA
10090,CSTF3,NA,NA,ZNF565,NA,ARHGEF12,C14ORF119,ANXA4,RP11.668G10.2,NA,NA,NA,NA
10091,YES1,NA,NA,WDR5,NA,PDLIM7,BBS10,LAGE3,MIR181A1HG,NA,NA,NA,NA
10092,CHMP6,NA,NA,LONP1,NA,FLNA,FIZ1,WDR45,ACBD6,NA,NA,NA,NA
10093,DLEU1,NA,NA,TRRAP,NA,SRGAP1,PUF60,METTL9,PSMG3.AS1,NA,NA,NA,NA
10094,UFSP1,NA,NA,SRGAP2B,NA,FAM3C,SSC5D,ZNF138,RP11.305L7.1,NA,NA,NA,NA
10095,TMEM39A,NA,NA,FUT4,NA,NOP9,DCTPP1,ZNF429,RP11.517P14.2,NA,NA,NA,NA
10096,TCP11L1,NA,NA,ASB13,NA,SLC39A10,ZNF771,ZNF470,FTX,NA,NA,NA,NA
10097,CCDC57,NA,NA,ZNF34,NA,CASP4,CRIPAK,SERTAD1,AC159540.1,NA,NA,NA,NA
10098,SPHK1,NA,NA,ZNF781,NA,AP2A1,TSHZ1,ZNF100,SETSIP,NA,NA,NA,NA
10099,BNIP3,NA,NA,ZNF140,NA,ZNF585A,PSTK,CXORF40B,HSBP1,NA,NA,NA,NA
10100,MYPOP,NA,NA,PTPN1,NA,FUT11,SOCS4,ANXA6,HLA.DPA1,NA,NA,NA,NA
10101,ATAD5,NA,NA,EVL,NA,ANXA4,ZADH2,ZNF441,RPS18,NA,NA,NA,NA
10102,SMIM19,NA,NA,ZNF765,NA,LAGE3,ZNF48,GMFB,TAPBP,NA,NA,NA,NA
10103,RTTN,NA,NA,ZNF124,NA,WDR45,C3ORF80,ZNF420,AC074183.4,NA,NA,NA,NA
10104,ANAPC2,NA,NA,XRCC6,NA,METTL9,SEPT1,ZMYM1,TMA7,NA,NA,NA,NA
10105,ZBTB8OS,NA,NA,PPP1R26,NA,ZNF138,TRNAU1AP,HIST1H4C,MCTS1,NA,NA,NA,NA
10106,SLC35G1,NA,NA,TSC22D2,NA,ZNF429,EXOC3,ZSCAN26,FAM215B,NA,NA,NA,NA
10107,ZNF135,NA,NA,NPIPB15,NA,SERTAD1,LYNX1,MAFG,LINC00493,NA,NA,NA,NA
10108,COX8A,NA,NA,ZNF569,NA,ZNF100,MED14,ARRDC1,RP11.1114A5.4,NA,NA,NA,NA
10109,TAC4,NA,NA,ARMCX4,NA,CXORF40B,FAHD1,KIAA1671,HLA.DQB2,NA,NA,NA,NA
10110,ZSCAN2,NA,NA,YRDC,NA,ZNF398,TDRP,IGF2R,LINC00665,NA,NA,NA,NA
10111,CDC26,NA,NA,ZNF777,NA,ZSCAN25,RCC1,DYNC1H1,TNF,NA,NA,NA,NA
10112,HSD11B2,NA,NA,PIK3R4,NA,ANXA6,PRKRA,PCBP2,PET117,NA,NA,NA,NA
10113,CRLF3,NA,NA,ZNF775,NA,ZNF441,ZNRF2,SLC25A29,LYRM9,NA,NA,NA,NA
10114,RNPEP,NA,NA,ZNF605,NA,GMFB,ZNF816,PGAP1,SNHG15,NA,NA,NA,NA
10115,EID2,NA,NA,TRAPPC2,NA,ZNF420,FGD6,ZNF682,GPX1,NA,NA,NA,NA
10116,DMRTA1,NA,NA,MYL6B,NA,ZMYM1,OAZ2,ZNF772,AC016831.7,NA,NA,NA,NA
10117,EID2B,NA,NA,ZNF799,NA,HIST1H4C,CCDC43,PCNX3,HIST1H2BN,NA,NA,NA,NA
10118,KCMF1,NA,NA,SIAH1,NA,ZSCAN26,FZD2,ACSL5,RPS28,NA,NA,NA,NA
10119,DNAJC30,NA,NA,C20ORF96,NA,MAFG,TIGD2,LRRC8B,UQCRHL,NA,NA,NA,NA
10120,SPRYD4,NA,NA,IPO4,NA,ARRDC1,HCLS1,ABCB8,TRIM26,NA,NA,NA,NA
10121,VPS37D,NA,NA,NCOR2,NA,IGF2R,MTURN,SND1,ZNF736,NA,NA,NA,NA
10122,SYNE3,NA,NA,SULT1A1,NA,DYNC1H1,ZNF609,ZNF785,FAM133B,NA,NA,NA,NA
10123,CLK2,NA,NA,PRPF40A,NA,PCBP2,PAK2,SULT1A2,MAPKAPK5.AS1,NA,NA,NA,NA
10124,LPCAT4,NA,NA,GDAP2,NA,SLC25A29,CCDC66,NEK5,JRK,NA,NA,NA,NA
10125,SLCO3A1,NA,NA,TCEAL3,NA,PGAP1,ATP5EP2,PSMD12,AC104820.2,NA,NA,NA,NA
10126,WDR25,NA,NA,ANAPC7,NA,SRC,MCFD2,CH17.340M24.3,HLA.B,NA,NA,NA,NA
10127,SGF29,NA,NA,TPK1,NA,ZNF682,HARBI1,MIRLET7BHG,MIR155HG,NA,NA,NA,NA
10128,PLA2G16,NA,NA,NACA,NA,ZNF257,C11ORF71,NOL4L,LINC00094,NA,NA,NA,NA
10129,PHLDB3,NA,NA,MYO18A,NA,PCNX3,GAS1,ENTPD4,C12ORF75,NA,NA,NA,NA
10130,GNG7,NA,NA,BORCS6,NA,ACSL5,ARHGAP45,C1D,HGH1,NA,NA,NA,NA
10131,USF3,NA,NA,MAN2A2,NA,LRRC8B,ZNF571,TBC1D9B,PPP1R3E,NA,NA,NA,NA
10132,CNTD1,NA,NA,FAM72A,NA,ABCB8,GLIPR1L2,FAM110D,LINC00957,NA,NA,NA,NA
10133,KBTBD11,NA,NA,SULF2,NA,SND1,MIGA1,SERPINA1,TOPORS.AS1,NA,NA,NA,NA
10134,B3GNT5,NA,NA,PLXNB2,NA,ZNF785,NRIP1,TPSB2,AC092580.4,NA,NA,NA,NA
10135,LMNB2,NA,NA,MYO6,NA,PSMD12,TSPYL5,KANK2,KIAA0040,NA,NA,NA,NA
10136,RMDN1,NA,NA,MKL1,NA,CH17.340M24.3,HIST1H2AC,C6ORF141,B3GALT4,NA,NA,NA,NA
10137,MEX3C,NA,NA,HDAC2,NA,MIRLET7BHG,MB21D2,GTF2E2,ZBTB22,NA,NA,NA,NA
10138,RNF152,NA,NA,ZNF782,NA,NOL4L,SSTR2,SYNGAP1,AC009404.2,NA,NA,NA,NA
10139,MYO1D,NA,NA,ZNF846,NA,ENTPD4,ZNF594,RAMP2.AS1,ZBED5,NA,NA,NA,NA
10140,CCDC121,NA,NA,MMP1,NA,C1D,PCGF5,FITM2,AC002331.1,NA,NA,NA,NA
10141,ACSF3,NA,NA,TCF4,NA,TBC1D9B,PRF1,ZNF720,AC068282.3,NA,NA,NA,NA
10142,BOK,NA,NA,SDHAF3,NA,HIST1H4J,YOD1,DDI2,B3GNT9,NA,NA,NA,NA
10143,C8ORF59,NA,NA,HRH1,NA,SERPINA1,TMEM64,SVIL,CDKN2AIPNL,NA,NA,NA,NA
10144,PFN4,NA,NA,RABL6,NA,TPSB2,SHISA2,TRIM33,LINC00987,NA,NA,NA,NA
10145,CDK5R1,NA,NA,ZNF136,NA,GTF2E2,S1PR5,LRP10,GS1.124K5.4,NA,NA,NA,NA
10146,NCKAP5,NA,NA,ZKSCAN5,NA,ZNF165,GPR157,PELI1,RP11.763B22.4,NA,NA,NA,NA
10147,RUFY1,NA,NA,ZNF502,NA,SYNGAP1,SLC36A4,CTC.499B15.5,LINC01358,NA,NA,NA,NA
10148,BASP1,NA,NA,TRAPPC4,NA,FITM2,ZDHHC20,ZNF655,RP11.305L7.3,NA,NA,NA,NA
10149,LRRC37A3,NA,NA,TTC30B,NA,BLM,ARSJ,MRPL21,ZNF737,NA,NA,NA,NA
10150,VSIG10,NA,NA,TECPR2,NA,ZNF720,PPA1,ZNF517,RGL2,NA,NA,NA,NA
10151,IRX5,NA,NA,TLR7,NA,DDI2,PSMG4,ZNF675,LINC00959,NA,NA,NA,NA
10152,METRNL,NA,NA,ZFP62,NA,SVIL,BHLHE22,ADARB1,RP11.206L10.9,NA,NA,NA,NA
10153,FAM91A1,NA,NA,ERI2,NA,TRIM33,MAP6D1,HTT,RP11.325F22.2,NA,NA,NA,NA
10154,WSB2,NA,NA,TOMM7,NA,LRP10,SSR4,C5AR1,HLA.DQA2,NA,NA,NA,NA
10155,TYMS,NA,NA,HSH2D,NA,PELI1,CAPS2,IPP,KIFC1,NA,NA,NA,NA
10156,PXMP2,NA,NA,ZNF33B,NA,ZNF655,CUEDC1,MAP3K5,C2ORF74,NA,NA,NA,NA
10157,TCEANC,NA,NA,ZNF512B,NA,MRPL21,SCRIB,GSTK1,AC079922.3,NA,NA,NA,NA
10158,PNMA1,NA,NA,AMZ2,NA,UAP1L1,KCTD2,HNRNPAB,FAM200B,NA,NA,NA,NA
10159,C8ORF4,NA,NA,ZNF431,NA,FBXL22,D2HGDH,STMN3,RP11.443B7.1,NA,NA,NA,NA
10160,MAMSTR,NA,NA,NF1,NA,ZNF786,CMTR2,PDGFA,LRRC37A2,NA,NA,NA,NA
10161,ANKLE2,NA,NA,VKORC1L1,NA,ZNF517,ST20,COL13A1,LINC00426,NA,NA,NA,NA
10162,FUT2,NA,NA,DAPK1,NA,ZNF675,PITPNB,SPN,RP11.108M9.4,NA,NA,NA,NA
10163,EFCAB5,NA,NA,HLA.DQA1,NA,SLC22A5,TCEAL8,ZNF628,C9ORF69,NA,NA,NA,NA
10164,GCNT4,NA,NA,LINC01560,NA,DACT3,LRRC57,SLC2A10,GATSL3,NA,NA,NA,NA
10165,MUC20,NA,NA,GM2A,NA,ADARB1,MRPL14,ZNF665,RNF103,NA,NA,NA,NA
10166,THAP4,NA,NA,S100A2,NA,HTT,GPR137C,RPF2,RBM14,NA,NA,NA,NA
10167,NFATC2IP,NA,NA,ZNF700,NA,C5AR1,BBS12,MIB2,ALKBH6,NA,NA,NA,NA
10168,FAM89B,NA,NA,CD47,NA,SHPK,ZFP82,MYO5A,NME1,NA,NA,NA,NA
10169,SHMT1,NA,NA,TLE1,NA,IPP,LSMEM1,C5ORF56,TNFSF12,NA,NA,NA,NA
10170,DPP7,NA,NA,MAML3,NA,MAP3K5,NQO1,GZMM,APOBEC3G,NA,NA,NA,NA
10171,SEC24C,NA,NA,STRN3,NA,GSTK1,AEN,ATG7,ADSL,NA,NA,NA,NA
10172,SMCR8,NA,NA,ZSCAN16,NA,HNRNPAB,FKRP,SIPA1L1,LILRA2,NA,NA,NA,NA
10173,MTHFR,NA,NA,MVB12B,NA,STMN3,RPH3AL,PIGN,PSMB9,NA,NA,NA,NA
10174,C19ORF18,NA,NA,C6ORF106,NA,SPN,SLC25A42,ZNF624,SMKR1,NA,NA,NA,NA
10175,DEAF1,NA,NA,ADA,NA,ZNF628,METTL23,HHLA3,COX19,NA,NA,NA,NA
10176,MTX3,NA,NA,ARID5A,NA,RPF2,SLC26A11,HOXA4,PPIL3,NA,NA,NA,NA
10177,TMEM80,NA,NA,PPTC7,NA,FAM177B,HIGD1A,TOPORS,AC017002.1,NA,NA,NA,NA
10178,SIX5,NA,NA,NHLRC2,NA,MIB2,EHMT1,ENTPD6,ISY1,NA,NA,NA,NA
10179,FBXO46,NA,NA,ZFP28,NA,MYO5A,F2R,FAR1,TMEM189,NA,NA,NA,NA
10180,ZDHHC13,NA,NA,KIAA1211L,NA,C5ORF56,ZNF707,C5ORF42,RDH14,NA,NA,NA,NA
10181,SLC38A9,NA,NA,CBWD3,NA,GZMM,NPM1,CXORF40A,PLCXD2,NA,NA,NA,NA
10182,WDR73,NA,NA,LAMB3,NA,ATG7,PJA1,CDC42SE1,MIF,NA,NA,NA,NA
10183,POLE,NA,NA,KPNA5,NA,SIPA1L1,DHTKD1,DPP4,NSUN6,NA,NA,NA,NA
10184,FAM109B,NA,NA,ANKRD36B,NA,RAB40C,PENK,PDCD1LG2,HLA.DOB,NA,NA,NA,NA
10185,RHOG,NA,NA,ARHGEF12,NA,PIGN,HIST3H2A,SPTAN1,YAE1D1,NA,NA,NA,NA
10186,EPS8L2,NA,NA,PDLIM7,NA,HHLA3,ZNF746,NMB,CRCP,NA,NA,NA,NA
10187,ANO6,NA,NA,FLNA,NA,TOPORS,POLR2A,PARVA,ZBTB20.AS2,NA,NA,NA,NA
10188,ZBTB34,NA,NA,SRGAP1,NA,BCO2,TMEM136,FAM114A1,RPL36A,NA,NA,NA,NA
10189,FAM210A,NA,NA,FAM3C,NA,ENTPD6,FRAT2,RPE,RPP21,NA,NA,NA,NA
10190,TALDO1,NA,NA,NOP9,NA,ENPP1,TMEM102,ZNF460,CD302,NA,NA,NA,NA
